#{"t_start": 1668888091.39069, "env_id": null}
r,l,t
-10.0,19,214.004408
7.0,14,214.493877
-10.0,14,214.960292
-5,20,215.641769
-10.0,19,216.271449
-10.0,6,216.47478
-10.0,5,216.638206
-5,20,217.350756
20.0,1,217.389813
20.0,1,217.425628
-5,20,218.127967
-10.0,2,218.203229
-10.0,11,218.587901
-10.0,18,219.213736
8.0,13,219.679684
-10.0,12,220.073638
-10.0,19,220.714327
-10.0,3,220.820615
10.0,11,221.20944
16.0,5,221.384373
16.0,5,221.561334
17.0,4,221.701916
-10.0,18,222.311923
-5,20,223.013547
-10.0,13,223.450755
-10.0,12,223.865053
-5,20,224.546695
15.0,6,224.750616
-10.0,17,225.324682
-10.0,16,225.873443
-10.0,2,225.93747
-10.0,17,226.518208
-10.0,3,226.632327
2.0,19,227.30896
-10.0,16,227.881161
18.0,3,227.991839
-10.0,4,228.132021
-10.0,2,228.199048
19.0,2,228.27563
14.0,7,228.514024
12.0,9,228.840703
-5,20,229.529009
-10.0,5,229.69808
-10.0,6,229.894982
12.0,9,230.206719
-10.0,1,230.242214
-10.0,17,230.812019
-5,20,231.505558
-10.0,10,231.849282
-10.0,6,232.050098
-10.0,5,232.220481
-5,20,232.911779
10.0,11,233.289178
-10.0,3,233.384292
-10.0,2,233.449185
-10.0,7,233.683914
-10.0,4,233.820765
-10.0,13,234.261655
17.0,4,234.400072
-10.0,11,234.764649
14.0,7,235.000107
-10.0,1,235.-10.0,8,235.12289-5,20,235.396333
-10.-10.0,19-5,20,235.84415.0,-5,20,236.543735
-5,20,237.240177
6.0,15,237.755077
-10.0,2,237.825262
-10.0,14,238-5,20,2389.0,12,23-10.0,16,239.057471
-5,20,239.759613
15.0,6,239.978881
-5,20,240.705608
-5,20,241.385383
17.0,4,241.535705
2.0,19,242.183372
15.0,6,242.395922
-10.0,10,242.-10.0,18-5,20,243.421-5,20-5,20,244.094658
-10.0,5,244.2539-5,2-5,20,244.950-5,20-5,20,245.629-10.0-5,20,246.308625
20.0,1,246.3468
-10.0,13,246.778881
-5,20,247.463625
-10.0,3,247.573654
-5,20,248.288711
-10.0,12,248.710624.0-10.0,5,248.890-10.0,20,249.51823
-5,20,250.211647
-5,20,250.913471
-10.0,13,251.34805
-5,20,252.04315
-10.0,2,252.106494
-10.0,6,252.314626
-5,20,252.997136
-5,20,253.68584
-10.0,5,253.854802
-5,20,254.569409
-5,20,255.285477
-5,20,255.98751
-5,20,256.681276
-5,20,257.3815
-10.0,5,257.546239
-5,20,258.234915
-10.0,6,258.440851
20.0,1,258.482508
-10.0,17,259.060117
-10.0,10,259.398527
13.0,8,259.678762
-5,20,260.378307
18.0,3,260.495454
-10.0,5,260.663468
-10.0,8,260.947613
3.0,18,261.595635
-10.0,3,261.694695
-5,20,262.409647
-5,20,263.110775
-10.0,8,263.387759
-5,20,264.088725
-10.0,5,264.248556
-10.0,7,264.486914
-5,20,265.171786
19.0,2,265.245951
-10.0,11,265.628031
-10.0,8,265.891169
-10.0,20,266.562266
-5,20,267.225759
18.0,3,267.336434
-10.0,6,267.538468
-5,20,268.219774
-10.0,2,268.282761
11.0,10,268.630243
-5,20,269.306237
9.0,12,269.721944
-5,20,270.405688
16.0,5,270.578748
16.0,5,270.745568
-5,20,271.422927
5.0,16,271.949427
-10.0,1,271.983229
-5,20,272.657161
20.0,1,272.696666
13.0,8,272.972398
-10.0,7,273.20041
-5,20,273.894176
-10.0,18,274.502006
15.0,6,274.710271
-10.0,18,275.308642
-5,20,276.011563
12.0,9,276.327504
19.0,2,276.40241
-5,20,277.102774
-5,20,277.811139
-10.0,14,278.288686
-5,20,278.995469
-10.0,14,279.483425
-10.0,7,279.719518
-10.0,4,279.856522
-5,20,280.541527
-10.0,6,280.734462
4.0,17,281.31639
-10.0,6,281.52262
12.0,9,281.853929
-5,20,282.546716
-10.0,14,283.032097
-10.0,11,283.431328
-10.0,15,283.957232
-10.0,13,284.408192
-5,20,285.112818
-10.0,4,285.250908
-10.0,10,285.58301
9.0,12,285.997466
12.0,9,286.313408
-5,20,286.98895
-5,20,287.657629
-10.0,2,287.721909
-10.0,1,287.754692
-10.0,10,288.091336
-5,20,288.771294
-10.0,3,288.867292
15.0,6,289.076466
-10.0,9,289.384496
-10.0,7,289.628868
-10.0,9,289.932527
20.0,1,289.971431
2.0,19,290.620032
-10.0,7,290.855026
-5,20,291.56668
4.0,17,292.171721
-5,20,292.878972
-10.0,15,293.409219
-10.0,10,293.753244
-10.0,3,293.857961
12.0,9,294.174574
9.0,12,294.590598
-10.0,10,294.931453
16.0,5,295.115777
-10.0,10,295.442771
-10.0,6,295.642287
-10.0,6,295.841038
-5,20,296.534089
-5,20,297.221809
4.0,17,297.815558
-10.0,6,298.009873
-10.0,1,298.042797
-5,20,298.744245
4.0,17,299.308309
-10.0,5,299.472026
-10.0,8,299.738271
-5,20,300.419479
15.0,6,300.630829
-5,20,301.358285
-5,20,302.075509
-5,20,302.775167
11.0,10,303.12136
-5,20,303.816409
-10.0,13,304.274016
11.0,10,304.620451
10.0,11,305.003422
8.0,13,305.446272
17.0,4,305.584946
13.0,8,305.867537
-5,20,306.56198
-10.0,13,307.012013
-5,20,307.706686
-5,20,308.37621
-5,20,309.056972
-5,20,309.752144
12.0,9,310.056917
-10.0,1,310.087079
-5,20,310.780091
-5,20,311.482675
-5,20,312.220238
-5,20,312.933322
9.0,12,313.355189
-10.0,10,313.699824
-10.0,2,313.766222
-5,20,314.470756
16.0,5,314.65472
-10.0,2,314.718633
15.0,6,314.932962
-10.0,12,315.341511
4.0,17,315.940933
-5,20,316.626975
-5,20,317.31795
-10.0,19,317.962159
-10.0,7,318.188891
19.0,2,318.270757
-5,20,318.962139
-10.0,3,319.056758
-10.0,2,319.12302
-10.0,8,319.397234
11.0,10,319.737153
-10.0,4,319.87378
-10.0,7,320.108699
-5,20,320.800667
-5,20,321.519658
17.0,4,321.666549
6.0,15,322.207908
-10.0,11,322.605077
-10.0,10,322.959009
-10.0,11,323.344401
19.0,2,323.417792
-10.0,6,323.624861
10.0,11,324.011924
8.0,13,324.466673
-5,20,325.166654
-5,20,325.848427
-10.0,1,325.879065
12.0,9,326.195845
14.0,7,326.446582
-5,20,327.130715
-10.0,10,327.473498
13.0,8,327.752298
-10.0,3,327.849488
13.0,8,328.134856
-10.0,8,328.409669
-5,20,329.09318
-10.0,4,329.23028
-5,20,329.912514
-10.0,1,329.941401
-10.0,3,330.054022
-10.0,1,330.08558
-5,20,330.768707
19.0,2,330.846751
-10.0,13,331.278164
16.0,5,331.45563
-10.0,4,331.583385
18.0,3,331.690167
5.0,16,332.236709
-10.0,2,332.299192
-10.0,14,332.77299
8.0,13,333.239077
19.0,2,333.310814
-5,20,333.993319
17.0,4,334.131104
-10.0,4,334.263133
-10.0,15,334.80177
-10.0,4,334.943196
-10.0,13,335.408653
-5,20,336.133326
15.0,6,336.347875
-10.0,1,336.379712
-5,20,337.10185
16.0,5,337.28353
-10.0,3,337.381974
-5,20,338.075605
-10.0,5,338.243033
-10.0,5,338.414904
-10.0,5,338.58097
17.0,4,338.727411
-5,20,339.419758
-10.0,3,339.520828
-10.0,17,340.101557
17.0,4,340.247568
-10.0,10,340.604508
-5,20,341.283355
-10.0,7,341.5178
-10.0,8,341.794646
19-10.0,11,342.1346-5,20,342.564825
-5,20,343.253565
16.0,5,343.425315
19.0,2,34-5,20,343.724522
-10.0,3,343.-5,20,34-5,20,344-5,20,344-5,20,34515.0,6,343.0,18,345.793171
12.0,9,346.-10.0,1617.0,4,346.25-5,20,346.825257
-5,20,347.515095
-10.0,3-5,20,347.7119.0,2-5,20,348.394472
-5,20,349.066735
-10.0,13,349.521049
19.0,2,349.60-5,20,350.175801
20.0,1,3-5,20,350.896905
-5,20,351.594464
11.0,10,351.933918
-10.0,6,352.139606
-10.0,14,352.642066
-10.0,7,352.892576
15.0,6,353.11487
15.0,6,353.319782
17.0,4,353.473733
11.0,10,353.82305
-10.0,11,354.198012
8.0,13,354.647921
12.0,9,354.960896
-10.0,1,35-5,20,355.-10.0,7,3.0,18,355.6-10.0,1-10.0,7,355.854561
-5,20,356.560127
-5,20,357.268045
18.0,3,357.386888
-10.0,1,357.421482
-5,20,358.127861
18.0,3,358.235873-5-10.0,16,358.804651
-10.0,7,359.05081
-10.0,11,359.426239
17.0,4,359.575358
-5,20,360.279515
-5,20,360.978213
15.0,6,361.182858
-5,20,361.879715
-10.0,12,362.288573
-5,20,362.97128
-5,20,363.665942
-10.0,4,363.796779
-10.0,8,364.075832
11.0,10,364.422756
-10.0,4,364.555332
-10.0,2,364.62693
14.0,7,364.875017
-10.0,17,365.441805
-10.0,16,365.998235
-5,20,366.671199
-10.0,7,366.897929
-5,20,367.581144
10.0,11,367.968183
-5,20,368.661837
17.0,4,368.812943
17.0,4,368.949632
-5,20,369.636515
-5,20,370.328503
2.0,19,370.971982
-5,20,371.644413
-5,20,372.330785
5.0,16,372.865747
-10.0,8,373.135386
-5,20,373.831796
-10.0,17,374.410581
-10.0,13,374.853738
14.0,7,375.092559
-10.0,8,375.369146
-5,20,376.051181
-5,20,376.734152
-10.0,6,376.946417
-5,20,377.635924
4.0,17,378.233381
-10.0,7,378.474108
-5,20,379.179557
17.0,4,379.333174
-10.0,14,379.804466
10.0,11,380.19903
-5,20,380.901137
-5,20,381.600317
-5,20,382.286242
19.0,2,382.364579
-10.0,4,382.498722
8.0,13,382.955971
-5,20,383.657317
4.0,17,384.261477
11.0,10,384.602565
-10.0,14,385.086393
-10.0,11,385.488923
-5,20,386.185114
-10.0,15,386.730211
2.0,19,387.392183
14.0,7,387.634895
14.0,7,387.883381
-5,20,388.568386
8.0,13,389.021835
-5,20,389.720839
11.0,10,390.062441
-10.0,15,390.576093
-5,20,391.263592
-10.0,1,391.293081
-5,20,391.966778
12.0,9,392.279453
8.0,13,392.739534
-10.0,5,392.903407
17.0,4,393.047108
11.0,10,393.387022
18.0,3,393.494034
-10.0,14,393.976981
-10.0,7,394.224867
16.0,5,394.406787
13.0,8,394.681274
-10.0,12,395.10377
-5,20,395.779954
6.0,15,396.317097
17.0,4,396.463362
13.0,8,396.749346
-5,20,397.463656
15.0,6,397.679456
8.0,13,398.149079
-5,20,398.855709
-10.0,11,399.229314
18.0,3,399.338411
16.0,5,399.52639
14.0,7,399.774127
20.0,1,399.813894
-10.0,15,400.335355
-5,20,401.030732
-10.0,4,-5,20,401.408172
-10.0,3,401.515.0,6,-10.0,9,401.-10.0,159.0,12,402.24-10.0,11.0,10,402.594-5,20,403.211243
-10.0,18,403.820247
-5,20,404.50505
3.0,18,405.131175
11.0,10,405.472895
-5,20,406.152574
-10.0,17,406.732024
12.0,9,407.056256
9.0,12,407.47442
-5,20,408.174397
-10.0,8,408.464342
15.0,6,408.680066
-5,20,409.358467
19.0,2,409.435127
-5,20,410.144378
-5,20,410.860241
-5,20,411.593171
-5,20,412.296887
-5,20,412.987436
17.0,4,413.132824
17.0,4,413.272681
-5,20,413.985047
9.0,12,414.400775
-5,20,415.086559
-5,20,415.762688
10.0,11,416.157467
-10.0,7,416.391117
-5,20,417.079918
-10.0,1,417.109263
12.0,9,417.411849
-5,20,418.105278
-5,20,418.784067
14.0,7,419.033756
-10.0,16,419.582859
18.0,3,419.692469
-5,20,420.371034
16.0,5,420.551902
17.0,4,420.68998
17.0,4,420.827235
9.0,12,421.245448
-10.0,11,421.60011
-10.0,16,422.152121
-10.0,9,422.448064
-10.0,20,423.120301
-5,20,423.799641
-5,20,424.491696
16.0,5,424.662173
17.0,4,424.797811
-10.0,2,424.860854
-5,20,425.55235
-10.0,2,425.613765
-5,20,426.283903
-5,20,426.973132
7.0,14,427.443687
16.0,5,427.618974
-5,20,428.304625
-10.0,1,428.334751
-10.0,4,428.466496
17.0,4,428.609669
13.0,8,428.903145
-5,20,429.570163
-5,20,430.257625
-5,20,430.950325
-10.0,8,431.216652
-10.0,5,431.377467
-5,20,432.070037
8.0,13,432.516493
14.0,7,432.753204
-5,20,433.427217
-10.0,16,433.956062
-10.0,4,434.086031
-5,20,434.754584
-5,20,435.437426
-10.0,15,435.930199
16.0,5,436.10752
-5,20,436.783703
-5,20,437.462248
11.0,10,437.804507
3.0,18,438.415417
-5,20,439.096641
18.0,3,439.200197
-5,20,439.89539
11.0,10,440.244803
16.0,5,440.41389
-10.0,15,440.928668
-5,20,441.603678
-10.0,3,441.705536
17.0,4,441.858606
-5,20,442.547142
-5,20,443.275411
17.0,4,443.42006
18.0,3,443.530448
-10.0,20,444.241821
-5,20,444.939692
-10.0,6,445.145905
3.0,18,445.79786
-5,20,446.523312
-5,20,447.238381
-5,20,447.95318
2.0,19,448.628559
-5,20,449.341871
-5,20,450.03572
12.0,9,450.353269
-5,20,451.068458
14.0,7,451.302575
18.0,3,451.416643
9.0,12,451.850951
-5,20,452.540212
-5,20,453.228569
17.0,4,453.375322
-10.0,1,453.40552
-5,20,454.113726
-5,20,454.799821
-5,20,455.481533
-5,20,456.161373
-5,20,456.845167
-5,20,457.54836
-5,20,458.234021
-10.0,9,458.544214
-5,20,459.21936
10.0,11,459.602886
14.0,7,459.855634
10.0,11,460.239677
10.0,11,460.614392
19.0,2,460.685205
-5,20,461.36616
-10.0,19,462.000079
-5,20,462.703918
-10.0,9,463.004601
-5,20,463.677398
-10.0,19,464.309642
-10.0,5,464.486501
13.0,8,464.75594
3.0,18,465.358361
-10.0,8,465.634056
11.0,10,465.974216
20.0,1,466.011621
-10.0,6,466.220617
-10.0,18,466.843977
-5,20,467.579308
-5,20,468.310344
-5,20,469.02022
19.0,2,469.09443
-10.0,20,469.79416
-5,20,470.504214
12.0,9,470.82129
15.0,6,471.033888
20.0,1,471.072164
18.0,3,471.185083
-10.0,1,471.215868
-5,20,471.917773
11.0,10,472.272008
-5,20,472.969424
18.0,3,473.080209
16.0,5,473.251903
3.0,18,473.873624
-5,20,474.574824
11.0,10,474.918507
15.0,6,475.123795
-5,20,475.827307
-5,20,476.5223
-5,20,477.203364
-5,20,477.900137
10.0,11,478.277963
-5,20,478.963573
4.0,17,479.553579
-5,20,480.230586
-5,20,480.905802
13.0,8,481.183101
19.0,2,481.256169
17.0,4,481.397377
18.0,3,481.501587
15.0,6,481.708678
10.0,11,482.104861
-5,20,482.783397
-10.0,19,483.427475
-5,20,484.12196
19.0,2,484.194825
9.0,12,484.62247
15.0,6,484.831503
18.0,3,484.936227
-5,20,485.612709
-10.0,16,486.160282
16.0,5,486.348892
7.0,14,486.862238
17.0,4,487.011162
16.0,5,487.192172
18.0,3,487.301407
-5,20,488.030163
-5,20,488.743151
7.0,14,489.238993
-5,20,489.954551
14.0,7,490.196924
-10.0,1,490.228148
4.0,17,490.840497
-5,20,491.544385
17.0,4,491.684074
-5,20,492.406549
-5,20,493.110537
18.0,3,493.220882
16.0,5,493.400008
-5,20,494.087336
17.0,4,494.225116
13.0,8,494.506225
14.0,7,494.753417
-5,20,495.437877
-5,20,496.164641
7.0,14,496.672261
17.0,4,496.8246
-5,20,497.548212
12.0,9,497.869686
16.0,5,498.061012
-5,20,498.787906
-5,20,499.485514
9.0,12,499.906433
18.0,3,500.012624
-5,20,500.711243
-5,20,501.405027
12.0,9,501.722741
-5,20,502.425982
-5,20,503.125193
15.0,6,503.335639
-5,20,504.024059
18.0,3,504.133832
-5,20,504.823645
-5,20,505.523628
11.0,10,505.882211
11.0,10,506.221802
-5,20,506.927063
-5,20,507.617101
-5,20,508.308021
17.0,4,508.459264
-10.0,19,509.099655
-5,20,509.807443
-5,20,510.472206
-5,20,511.154869
-5,20,511.840399
-5,20,512.537247
3.0,18,513.167701
-5,20,513.851178
-5,20,514.542423
16.0,5,514.714252
20.0,1,514.753551
-5,20,515.434022
12.0,9,515.742653
-5,20,516.433211
19.0,2,516.505645
-5,20,517.18761
16.0,5,517.365808
-5,20,518.044458
-5,20,518.727735
3.0,18,519.34903
-5,20,520.037441
-10.0,3,520.133981
-5,20,520.837732
-5,20,521.555368
-5,20,522.278288
16.0,5,522.453969
-10.0,1,522.485646
-5,20,523.216118
15.0,6,523.439248
-5,20,524.151654
18.0,3,524.2606
-5,20,524.974064
13.0,8,525.254932
9.0,12,525.676973
-5,20,526.3759
-5,20,527.071433
-5,20,527.763066
-5,20,528.459843
-5,20,529.169224
-5,20,529.85404
8.0,13,530.294595
19.0,2,530.37211
-5,20,531.055913
-5,20,531.748811
-5,20,532.438117
-5,20,533.120129
15.0,6,533.332769
-5,20,534.01308
-5,20,534.704149
17.0,4,534.838853
4.0,17,535.439205
-5,20,536.112266
-5,20,536.783639
19.0,2,536.858616
16.0,5,537.03577
16.0,5,537.210433
-5,20,537.918017
-5,20,538.619526
-5,20,539.315745
-5,20,540.026061
-5,20,540.756381
17.0,4,540.898956
18.0,3,541.007871
15.0,6,541.22916
6.0,15,541.756562
4.0,17,542.347816
18.0,3,542.456142
17.0,4,542.604905
-5,20,543.308662
20.0,1,543.348651
15.0,6,543.564314
-5,20,544.28596
-10.0,5,544.460159
-5,20,545.178014
-5,20,545.88433
16.0,5,546.058311
15.0,6,546.282975
-5,20,546.973993
-5,20,547.665923
-5,20,548.363697
12.0,9,548.687496
17.0,4,548.839952
18.0,3,548.951394
19.0,2,549.03687
-10.0,5,549.216146
18.0,3,549.324882
14.0,7,549.576991
16.0,5,549.764182
-5,20,550.478191
19.0,2,550.554513
-5,20,551.276059
-5,20,552.007545
-5,20,552.717815
5.0,16,553.289099
-5,20,554.008146
16.0,5,554.181972
-5,20,554.877949
-5,20,555.56839
17.0,4,555.712622
12.0,9,556.026796
16.0,5,556.200479
-5,20,556.900873
-5,20,557.604482
-5,20,558.289194
-5,20,558.990307
15.0,6,559.200477
-5,20,559.900066
15.0,6,560.11627
12.0,9,560.448003
8.0,13,560.924095
16.0,5,561.421952
12.0,9,561.746522
2.0,19,562.439876
18.0,3,562.552469
-5,20,563.261013
17.0,4,563.409343
-5,20,564.10152
9.0,12,564.530809
-5,20,565.217229
19.0,2,565.290571
16.0,5,565.464151
-5,20,566.158547
-5,20,566.866562
14.0,7,567.125876
-5,20,567.836777
8.0,13,568.293903
9.0,12,568.704751
3.0,18,569.341248
15.0,6,569.548616
-5,20,570.229468
-5,20,570.922842
16.0,5,571.096565
-5,20,571.794544
-5,20,572.499409
2.0,19,573.171124
5.0,16,573.728588
-10.0,19,574.384008
15.0,6,574.614251
10.0,11,575.001796
-5,20,575.707121
-5,20,576.407099
17.0,4,576.548078
15.0,6,576.752122
-5,20,577.458451
-10.0,20,578.172383
14.0,7,578.423223
15.0,6,578.637022
20.0,1,578.6741
17.0,4,578.820981
-5,20,579.539937
17.0,4,579.687589
18.0,3,579.79819
18.0,3,579.910951
-5,20,580.608673
-10.0,19,581.26245
-5,20,581.952753
-5,20,582.666192
-5,20,583.357984
-5,20,584.039877
-5,20,584.753645
-5,20,585.435717
-5,20,586.136465
17.0,4,586.283174
20.0,1,586.322461
-5,20,587.0257
11.0,10,587.369335
15.0,6,587.581726
-5,20,588.267414
12.0,9,588.585698
-5,20,589.296316
-5,20,589.983952
16.0,5,590.15946
19.0,2,590.230236
17.0,4,590.368736
16.0,5,590.546223
16.0,5,590.715627
14.0,7,590.956402
5.0,16,591.499085
14.0,7,591.75187
-5,20,592.428133
-5,20,593.115543
-10.0,19,593.763458
-5,20,594.455381
3.0,18,595.079404
-5,20,595.809369
-5,20,596.52491
-5,20,597.248653
12.0,9,597.569083
14.0,7,597.816666
17.0,4,597.958006
-5,20,598.684398
20.0,1,598.723189
13.0,8,599.00381
-5,20,599.68671
-5,20,600.372793
-5,20,601.08181
16.0,5,601.259645
-5,20,601.952316
-5,20,602.632278
12.0,9,602.947087
16.0,5,603.129694
-5,20,603.825251
10.0,11,604.211338
19.0,2,604.287637
18.0,3,604.394238
14.0,7,604.636597
14.0,7,604.888104
15.0,6,605.095836
16.0,5,605.273586
-5,20,605.97426
-5,20,606.67288
18.0,3,606.783888
-5,20,607.46472
16.0,5,607.656884
-5,20,608.339022
18.0,3,608.44989
-5,20,609.161515
18.0,3,609.267141
-5,20,609.976215
14.0,7,610.223542
-10.0,18,610.835178
-5,20,611.528149
-5,20,612.223906
17.0,4,612.365176
15.0,6,612.578512
14.0,7,612.817101
20.0,1,612.858758
9.0,12,613.272122
-5,20,613.962216
-5,20,614.661662
-5,20,615.37176
-5,20,616.086752
14.0,7,616.338161
17.0,4,616.484117
-5,20,617.200627
-5,20,617.916071
13.0,8,618.203141
-5,20,618.908087
-5,20,619.604599
-5,20,620.305191
18.0,3,620.415761
12.0,9,620.732507
13.0,8,621.020863
-5,20,621.703821
-5,20,622.416699
-5,20,623.102894
-5,20,623.807202
-5,20,624.514709
13.0,8,624.790308
11.0,10,625.134639
-5,20,625.838322
-5,20,626.526877
-5,20,627.228121
19.0,2,627.302586
-5,20,627.980306
-5,20,628.675381
8.0,13,629.132727
-5,20,629.82275
18.0,3,629.936924
18.0,3,630.046892
-5,20,630.735363
-5,20,631.424208
-5,20,632.132331
-5,20,632.830402
19.0,2,632.904839
14.0,7,633.163085
-5,20,633.863235
14.0,7,634.100331
-5,20,634.79979
-5,20,635.486519
8.0,13,635.936905
-5,20,636.660361
-5,20,637.382281
-5,20,638.099752
16.0,5,638.276224
-5,20,638.992418
-5,20,639.70933
18.0,3,639.815255
13.0,8,640.099298
7.0,14,640.614721
-5,20,641.318166
17.0,4,641.457604
18.0,3,641.563023
16.0,5,641.737889
11.0,10,642.091338
14.0,7,642.333512
15.0,6,642.543879
-5,20,643.238472
-5,20,643.934931
-5,20,644.627704
-5,20,645.317909
17.0,4,645.469401
-10.0,10,645.796473
-5,20,646.493411
14.0,7,646.733658
-5,20,647.428182
16.0,5,647.605178
-5,20,648.28981
-5,20,648.981194
-5,20,649.68803
16.0,5,649.864835
14.0,7,650.11573
-5,20,650.820695
17.0,4,650.975975
-5,20,651.664435
15.0,6,651.874613
12.0,9,652.1843
19.0,2,652.255294
9.0,12,652.669007
5.0,16,653.226272
-5,20,653.918872
17.0,4,654.057577
13.0,8,654.334329
16.0,5,654.521847
-5,20,655.22988
13.0,8,655.522617
-5,20,656.228434
17.0,4,656.374876
17.0,4,656.524655
16.0,5,656.708107
-5,20,657.42021
8.0,13,657.889884
-5,20,658.602704
3.0,18,659.24376
-5,20,659.946797
-10.0,16,660.498745
11.0,10,660.851398
17.0,4,660.998423
-5,20,661.698331
11.0,10,662.044441
-5,20,662.730382
12.0,9,663.044303
18.0,3,663.155014
15.0,6,663.371911
-5,20,664.090158
14.0,7,664.340143
-5,20,665.022564
14.0,7,665.271259
20.0,1,665.314053
15.0,6,665.522274
18.0,3,665.637577
-5,20,666.324703
-5,20,667.016843
-5,20,667.712289
-5,20,668.411125
18.0,3,668.515802
17.0,4,668.661878
17.0,4,668.804932
14.0,7,669.050635
-10.0,7,669.279791
17.0,4,669.423732
16.0,5,669.594304
-5,20,670.283842
15.0,6,670.498469
18.0,3,670.612205
-5,20,671.29921
2.0,19,671.969671
-10.0,18,672.58198
-5,20,673.271854
-5,20,673.973002
-5,20,674.656057
15.0,6,674.865472
17.0,4,675.00321
18.0,3,675.10698
9.0,12,675.525862
17.0,4,675.668549
20.0,1,675.707106
-5,20,676.393056
-5,20,677.065074
-5,20,677.748966
14.0,7,677.996723
17.0,4,678.132367
-5,20,678.815451
-10.0,8,679.089063
15.0,6,679.305622
18.0,3,679.413519
-5,20,680.09808
14.0,7,680.344555
-5,20,681.03331
16.0,5,681.215313
3.0,18,681.87022
-5,20,682.591977
10.0,11,682.993478
14.0,7,683.248943
14.0,7,683.499154
12.0,9,683.818909
-5,20,684.527651
15.0,6,684.745046
-5,20,685.455791
-5,20,686.156725
16.0,5,686.331029
-5,20,687.053943
-5,20,687.773579
17.0,4,687.92218
-5,20,688.607951
10.0,11,689.000326
-5,20,689.687812
-5,20,690.387798
-5,20,691.076541
15.0,6,691.294496
13.0,8,691.576653
-5,20,692.287337
-10.0,16,692.876915
-5,20,693.600068
17.0,4,693.747046
-5,20,694.47786
13.0,8,694.781417
14.0,7,695.037224
16.0,5,695.215915
-10.0,1,695.24644
16.0,5,695.43151
-5,20,696.146473
-5,20,696.888622
-5,20,697.586175
11.0,10,697.940545
-5,20,698.662916
-5,20,699.362979
12.0,9,699.679723
-5,20,700.375051
4.0,17,700.973883
-10.0,6,701.179653
16.0,5,701.365139
-5,20,702.056608
17.0,4,702.193928
-5,20,702.891406
18.0,3,702.996452
-10.0,10,703.352654
6.0,15,703.861511
14.0,7,704.111271
-10.0,18,704.725154
11.0,10,705.110723
-5,20,705.83794
16.0,5,706.040734
14.0,7,706.303557
17.0,4,706.46063
19.0,2,706.542211
10.0,11,706.93619
-5,20,707.666608
-5,20,708.369827
-5,20,709.065203
7.0,14,709.544295
6.0,15,710.092583
-5,20,710.793931
18.0,3,710.905245
14.0,7,711.144435
16.0,5,711.33484
4.0,17,711.943947
16.0,5,712.136153
15.0,6,712.350292
-5,20,713.060084
13.0,8,713.354105
12.0,9,713.669722
19.0,2,713.743425
-10.0,15,714.268029
11.0,10,714.626127
-5,20,715.317455
19.0,2,715.389972
14.0,7,715.642875
16.0,5,715.824991
-5,20,716.532892
-5,20,717.228572
17.0,4,717.372244
2.0,19,718.037105
17.0,4,718.174887
6.0,15,718.696119
18.0,3,718.805217
16.0,5,718.983962
11.0,10,719.331684
11.0,10,719.690875
-5,20,720.389923
15.0,6,720.613819
20.0,1,720.652048
18.0,3,720.77283
-5,20,721.469887
18.0,3,721.590213
-5,20,722.292677
14.0,7,722.537116
14.0,7,722.79494
-5,20,723.521426
12.0,9,723.841531
16.0,5,724.020861
